Date,Predicted,RegimeCode,Actual_Price
2019-06-12,47.148026,-1,46.69610977172852
2019-06-13,47.35491,-1,46.68648910522461
2019-06-14,47.41836,0,46.347442626953125
2019-06-17,47.25478,0,46.62397003173828
2019-06-18,47.31665,0,47.72050476074219
2019-06-19,47.958576,0,47.581031799316406
2019-06-20,48.21648,1,47.96337127685547
2019-06-21,48.519676,1,47.79985046386719
2019-06-24,48.573742,1,47.751766204833984
2019-06-25,48.556984,1,47.027950286865234
2019-06-26,48.150505,1,48.04513168334961
2019-06-27,48.493153,1,48.030704498291016
2019-06-28,48.691795,1,47.59305953979492
2019-07-01,48.5356,1,48.46595001220703
2019-07-02,48.916904,1,48.74969482421875
2019-07-03,49.282207,1,49.15368270874024
2019-07-05,49.670124,1,49.110389709472656
2019-07-08,49.82711,1,48.0980339050293
2019-07-09,49.33295,1,48.39140701293945
2019-07-10,49.22368,1,48.86991882324219
2019-07-11,49.4594,1,48.5140266418457
2019-07-12,49.396378,1,48.886749267578125
2019-07-15,49.551422,1,49.34604644775391
2019-07-16,49.887436,1,49.17531967163086
2019-07-17,49.960964,1,48.89877700805664
2019-07-18,49.82731,1,49.45425415039063
2019-07-19,50.055492,1,48.71603393554688
2019-07-22,49.781616,1,49.82939147949219
2019-07-23,50.230385,1,50.21894073486328
2019-07-24,50.69634,1,50.17805862426758
2019-07-25,50.89012,1,49.78129577636719
2019-07-26,50.745834,1,49.95442581176758
2019-07-29,50.752377,1,50.420936584472656
2019-07-30,51.019875,1,50.20451354980469
2019-07-31,51.04229,1,51.22890472412109
2019-08-01,51.59572,1,50.1203498840332
2019-08-02,51.280724,1,49.059906005859375
2019-08-05,50.501698,1,46.49171829223633
2019-08-06,48.71242,1,47.371829986572266
2019-08-07,48.302353,1,47.86237335205078
2019-08-08,48.46898,0,48.91801834106445
2019-08-09,49.15765,0,48.51491928100586
2019-08-12,49.287838,1,48.39181137084961
2019-08-13,49.243954,1,50.44112396240234
2019-08-14,50.32969,1,48.93974685668945
2019-08-15,50.084137,1,48.69595336914063
2019-08-16,49.75256,1,49.84491729736328
2019-08-19,50.221107,1,50.77423095703125
2019-08-20,50.995773,1,50.776641845703125
2019-08-21,51.374218,1,51.326995849609375
2019-08-22,51.8237,1,51.28354644775391
2019-08-23,52.01238,1,48.91319274902344
2019-08-26,50.790726,1,49.842506408691406
2019-08-27,50.644432,1,49.28008270263672
2019-08-28,50.339867,1,49.61077880859375
2019-08-29,50.36965,1,50.45078277587891
2019-08-30,50.86267,1,50.38561630249024
2019-09-03,51.083847,1,49.65182113647461
2019-09-04,50.76793,1,50.49422836303711
2019-09-05,51.047085,1,51.481483459472656
2019-09-06,51.75248,1,51.47663879394531
2019-09-09,52.102535,1,51.69630432128906
2019-09-10,52.36108,1,52.30698776245117
2019-09-11,52.80782,1,53.9701042175293
2019-09-12,53.933258,1,53.84941101074219
2019-09-13,54.430405,1,52.80183029174805
2019-09-16,54.04883,1,53.07940673828125
2019-09-17,53.968975,1,53.27250671386719
2019-09-18,54.057854,1,53.77217102050781
2019-09-19,54.382835,1,53.33526992797852
2019-09-20,54.310024,1,52.55561828613281
2019-09-23,53.826164,1,52.79457092285156
2019-09-24,53.707363,0,52.54354095458984
2019-09-25,53.539318,0,53.3521614074707
2019-09-26,53.899548,1,53.07699203491211
2019-09-27,53.949272,1,52.818729400634766
2019-09-30,53.811264,1,54.061824798583984
2019-10-01,54.413322,1,54.21147918701172
2019-10-02,54.81991,1,52.852516174316406
2019-10-03,54.253883,1,53.30148315429688
2019-10-04,54.175682,0,54.79561996459961
2019-10-07,54.985905,0,54.80767822265625
2019-10-08,55.423054,0,54.16561508178711
2019-10-09,55.25066,0,54.80044937133789
2019-10-10,55.47858,0,55.53906631469727
2019-10-11,56.012447,0,57.01630401611328
2019-10-14,57.08386,0,56.93424987792969
2019-10-15,57.567684,1,56.801490783691406
2019-10-16,57.681206,1,56.57217025756836
2019-10-17,57.585705,1,56.79182434082031
2019-10-18,57.64909,1,57.06459426879883
2019-10-21,57.838043,1,58.05424499511719
2019-10-22,58.473263,1,57.921485900878906
2019-10-23,58.722576,1,58.69873046875
2019-10-24,59.236835,1,58.7952766418457
2019-10-25,59.543865,1,59.5194206237793
2019-10-28,60.067383,1,60.115631103515625
2019-10-29,60.64805,1,58.72527313232422
2019-10-30,60.162094,1,58.71803283691406
2019-10-31,59.86694,1,60.04561996459961
2019-11-01,60.467594,1,61.74977111816406
2019-11-04,61.730835,1,62.1552848815918
2019-11-05,62.57623,1,62.06596755981445
2019-11-06,62.89054,1,62.092533111572266
2019-11-07,63.01669,1,62.80915069580078
2019-11-08,63.454433,1,62.981048583984375
2019-11-11,63.77072,1,63.479793548583984
2019-11-12,64.18135,1,63.42166519165039
2019-11-13,64.345665,1,64.02937316894531
2019-11-14,64.73755,1,63.58628463745117
2019-11-15,64.691864,1,64.34166717529297
2019-11-18,65.05522,1,64.66610717773438
2019-11-19,65.42603,1,64.46998596191406
2019-11-20,65.49091,1,63.719459533691406
2019-11-21,65.09287,1,63.43379211425781
2019-11-22,64.725,1,63.37812042236328
2019-11-25,64.527664,1,64.48934173583984
2019-11-26,65.05329,1,63.98579025268555
2019-11-27,65.066956,1,64.8452377319336
2019-11-29,65.50864,1,64.70240783691406
2019-12-02,65.66144,1,63.95430374145508
2019-12-03,65.305855,1,62.814002990722656
2019-12-04,64.48871,1,63.36842346191406
2019-12-05,64.385414,1,64.29810333251953
2019-12-06,64.89,1,65.54009246826172
2019-12-09,65.83747,1,64.62252044677734
2019-12-10,65.80161,1,65.00020599365234
2019-12-11,65.9281,1,65.55462646484375
2019-12-12,66.29908,1,65.72167205810547
2019-12-13,66.576904,1,66.61502838134766
2019-12-16,67.18597,1,67.7553482055664
2019-12-17,68.10908,1,67.88851165771484
2019-12-18,68.62704,1,67.7262954711914
2019-12-19,68.75199,1,67.79407501220703
2019-12-20,68.82239,1,67.65365600585938
2019-12-23,68.775925,1,68.75765228271484
2019-12-24,69.349365,1,68.82303619384766
2019-12-26,69.68904,1,70.18849182128906
2019-12-27,70.57463,1,70.16184997558594
2019-12-30,71.0029,1,70.57827758789062
2019-12-31,71.3983,1,71.09396362304688
2020-01-02,71.859825,1,72.71605682373047
2020-01-03,72.96053,1,72.00910949707031
2020-01-06,73.123566,1,72.58290100097656
2020-01-07,73.45239,1,72.24154663085938
2020-01-08,73.429565,1,73.40364074707031
2020-01-09,74.03052,1,74.96279907226562
2020-01-10,75.19623,1,75.13225555419922
2020-01-13,75.86119,1,76.7374267578125
2020-01-14,77.00958,1,75.70121765136719
2020-01-15,77.00552,1,75.3768081665039
2020-01-16,76.75538,1,76.32098388671875
2020-01-17,77.14015,1,77.16596984863281
2020-01-21,77.81842,1,76.64299774169922
2020-01-22,77.86519,1,76.91658020019531
2020-01-23,77.99624,1,77.28699493408203
2020-01-24,78.26419,1,77.06424713134766
2020-01-27,78.275536,1,74.79816436767578
2020-01-28,77.03189,1,76.91415405273438
2020-01-29,77.53257,1,78.52415466308594
2020-01-30,78.74965,1,78.41035461425781
2020-01-31,79.292435,1,74.9337615966797
2020-02-03,77.607315,1,74.72796630859375
2020-02-04,76.57988,1,77.19499206542969
